24 HOUR VOLUME COUNT LOCATIONS,NB TOTAL,SB TOTAL,EB TOTAL, WB TOTOAL,TOTAL VOLUME,DATE
"Amherst Dr, 12000 blk - North of Duval Rd",5754,4821,,,10575,8/25/2003 0:00
"Amherst Dr, 12000 blk - North of Eton Ln",5425,4868,,,10293,10/16/2008 0:00
"Amherst Dr, 12100 blk - South of Mosely Ln",5133,3689,,,8822,4/19/2004 0:00
"Amherst Dr, 12100 blk - South of Mosely Ln",4847,3774,,,8621,8/25/2003 0:00
"Amherst Dr, 12200 blk - North of Mosely Ln",4274,3828,,,8102,10/16/2008 0:00
"Amherst Dr, 12200 blk - North of Mosely Ln",4546,3578,,,8124,8/25/2003 0:00
"Amherst Dr, 12300 blk - South of Gable Dr",4709,3719,,,8428,8/25/2003 0:00
"Amherst Dr, 12500 blk - North of Adelphi LN",4987,4274,,,9261,10/16/2008 0:00
"Anderson Ln West, 1800 blk - East of Mullen Dr",,,9617,9812,19429,2/22/2005 0:00
"Anderson Ln West, 2700 blk - West of Northcross Dr",,,13864,13966,27830,7/27/2005 0:00
"Anderson Ln West, 2700 blk - West of Northcross Dr",,,12822,13267,26089,2/22/2005 0:00
"Anderson Mill Rd, 10250 blk - East of Olson",,,12455,11200,23655,4/14/2009 0:00
"Anderson Mill Rd, 10430 blk - East of Spicewood Pkwy",,,11486,11234,22720,4/14/2009 0:00
"Anderson Mill Rd, 10680 blk - East of Taterwood",,,13549,12863,26412,4/14/2009 0:00
"Anderson Mill Rd, 11000 blk - East of Randy Rd",,,13017,12501,25518,4/14/2009 0:00
"Anderson Mill Rd, 11100 blk - East of Starview",,,13023,12341,25364,4/14/2009 0:00
"Anderson Mill Rd, 11360 blk - West of Bristle Oak",,,12915,12183,25098,4/14/2009 0:00
"Anderson Mill Rd, 11600 blk - West of Fence Post",,,13103,11643,24746,4/14/2009 0:00
"Anderson Mill Rd, 9400 blk - West of Pond Springs Rd",,,9373,8834,18207,9/28/2004 0:00
"Anderson Mill Rd, 9400 blk - West of Pond Springs Rd",,,4089,5288,9377,2/14/2002 0:00
"Anderson Mill Rd, 9500 blk - East of US 183",,,9366,8805,18171,9/28/2004 0:00
"Anderson Mill Rd, 9500 blk - East of US 183",,,3692,4370,8062,2/14/2001 0:00
"Anderson Mill Rd, 9700 blk - West of US 183",,,14797,15304,30101,4/14/2009 0:00
"Anderson Mill Rd, 9900 blk - East of Swallow Dr",,,14284,14178,28462,4/14/2009 0:00
"Angelina Street, 1100 blk - North of East 11th Street",408,697,,,1105,9/20/2012 0:00
"Angus Rd, 11700 blk - South of Thunder Creek Rd",977,1573,,,2550,1/6/2004 0:00
"Angus Rd, 11800 blk - South of Duval Rd",1011,1869,,,2880,1/6/2004 0:00
"Angus Rd, 11800 blk - South of Duval Rd",1181,2105,,,3286,10/23/2002 0:00
"Angus Rd, 11900 blk - South of Bull Run",303,215,,,518,10/23/2002 0:00
"Ann Arbor Ave, 2000 blk - South of Rundell Place            1-way NB",347,n/a,,,347,3/1/2005 0:00
"Ann Arbor Ave, 2400 blk - North of Montclaire St",227,129,,,356,5/9/2005 0:00
"Ann Arbor Ave, 2500 blk - South of Montclaire St",98,55,,,153,5/9/2005 0:00
"Annie St West, 300 blk - West of Newton ST",,,997,1243,2240,10/3/2007 0:00
"Antelope Run, 10500 blk - South of Raspberry Cove",46,72,,,118,9/16/2013 0:00
"Antelope Run,10500 blk - South of Raspberry Cove",46,72,,,118,9/16/2013 0:00
"Antone St, - (@ Airport Blvd) - East of Airport Blvd",,,292,488,780,2/22/2010 0:00
"Antone St, 2000 blk - South of Cal Rodgers St",408,301,,,709,2/13/2012 0:00
"Apple Orchard, 5300 blk - East of Cottonwood St",,,59,53,112,5/6/2013 0:00
"Applegate East, 1000 blk - West of Walnut Bend",,,481,49,530,2/13/2013 0:00
"Applegate East, 1000 blk - West of Walnut Bend Dr",,,481,409,890,2/13/2013 0:00
"Applegate Street East, 200 blk - East of Georgian Drive",,,653,422,1075,9/12/2012 0:00
"Apricot Glen Dr, 2000 blk - South of Wychwood Dr",177,172,,,349,2/29/2012 0:00
"Arabian Trl, 11800 blk - North of Jollyville Rd",62,67,,,129,5/17/2010 0:00
"Arbor Downs Rd, 11800 blk - North of Yandall Dr",94,102,,,196,2/17/2004 0:00
"Arbor Downs Rd, 11900 blk - South of Yandall Dr",109,73,,,182,2/17/2004 0:00
"Arch Terrace, 11100 blk - South of Topridge Dr",31,26,,,57,1/9/2003 0:00
"Ardath St, 7000 blk - North of Ellise Ave",24,27,,,51,2/4/2003 0:00
"Ardenwood Rd, 1100 blk - East of IH35 ESR",,,529,198,727,4/5/2004 0:00
"Ardenwood Rd, 1300 blk - East of Wildwood Dr",,,145,183,328,11/8/2004 0:00
"Armaga Springs Rd, 13300 blk - North of Magazine St",46,44,,,90,1/16/2008 0:00
"Arpdale St, 2000 blk - East of Ann Arbor Ave",,,332,239,571,8/26/2010 0:00
"Arpdale St, 2100 blk - West of Ann Arbor Ave",,,251,202,453,8/26/2010 0:00
"Arpdale St, 2200 blk - West of Paramount Ave",,,187,181,368,8/26/2010 0:00
"Arroyo Seco, 6600 blk - North of Brentwood St",879,648,,,1527,1/28/2003 0:00
"Arroyo Seco, 6800 blk - South of Justin Ln",977,768,,,1745,1/28/2003 0:00
"Arroyo Seco, 7000 blk - North of Cullen Ave",784,638,,,1422,3/28/2008 0:00
"Arthur Stiles Rd, 1000 blk - North of Mayhall Dr",608,322,,,930,2/17/2004 0:00
"Asa Dr, 6300 blk - West of Salt Springs Dr",,,775,479,1254,8/24/2004 0:00
"Ashby Ave, 1800 blk - West of Garner Ave",,,509,406,915,4/10/2002 0:00
"Ashdale Dr, 2500 blk - East of Pinedale Cove",,,598,820,1418,4/11/2007 0:00
"Ashdale Dr, 2600 blk - East of Logwood",,,582,743,1325,8/2/2010 0:00
"Ashdale Dr, 2600 blk - East of Logwood",,,583,769,1352,4/11/2007 0:00
"Ashdale Dr, 2600 blk - West of Parkdale Dr",,,584,797,1381,2/21/2012 0:00
"Ashton Ridge Dr, 9400 blk - West of Keystone Bend",,,794,940,1734,11/17/2014 0:00
"Ashton Ridge, 9200 blk - West of Scotland Well",,,985,1260,2245,8/22/2005 0:00
"Ashton Ridge, 9200 blk - West of Scotland Well",,,1235,1108,2343,5/31/2005 0:00
"Ashton Ridge, 9300 blk - West of Keystone Bend",,,782,897,1679,3/1/2012 0:00
"Ashton Ridge, 9400 blk - East of Ashton Cove",,,721,1004,1725,8/22/2005 0:00
"Ashton Ridge, 9400 blk - East of Ashton Cove",,,1041,801,1842,6/2/2005 0:00
"Ashton Ridge, 9400 blk - East of Ashton Cove",,,1516,2043,3559,5/7/2002 0:00
"Ashton Ridge, 9400 blk - East of Ashton Cove",,,1617,1804,3421,2/14/2001 0:00
"Ashwood Rd, 1500 blk - East of Maplewood Ave",,,246,138,384,5/3/2004 0:00
"Asmara Dr, 8200 blk - North of Asmara Court",144,148,,,292,9/22/2003 0:00
"Aspen Creek Pkwy, 3700 blk, East of Wolftrap Dr",,,567,665,1232,3/31/2011 0:00
"Aspendale Dr, 12000 blk - North of Dorsett Rd",452,263,,,715,1/26/2004 0:00
"Aspendale Dr, 12000 blk - North of Duval Rd",2153,1701,,,3854,1/26/2004 0:00
"Austin Park Ln, 11400 blk - North of Braker LN",554,491,,,1045,3/19/2003 0:00
"Austin Park Ln, 11500 blk - North of Northbend Dr",635,574,,,1209,4/9/2003 0:00
"Austin Park Ln, 11700 blk - North of Minda Dr",573,569,,,1142,3/19/2003 0:00
"Austin Woods Dr, 3900 blk - West of Tallwood Dr",,,173,162,335,11/30/2004 0:00
"Avenue C, 5700 blk - South of Chesterfield Ave",26,38,,,64,3/10/2010 0:00
"Avenue D, 5700 blk - South of Chesterfield Ave",51,47,,,98,3/10/2010 0:00
"Avenue F, 4300 blk - North of E. 43rd St",209,273,,,482,9/7/2005 0:00
"Avenue F, 4400 blk - North of E. 44th St",351,450,,,801,9/7/2005 0:00
"Avenue F, 4600 blk - North of E. 46th St",310,450,,,760,1/29/2001 0:00
"Avenue F, 5800 blk - North of Koenig Ln (RM 2222)",201,183,,,384,3/11/2010 0:00
"Avenue G, 4300 blk - North of E. 43rd St",146,119,,,265,9/7/2005 0:00
"Avenue G, 5800 blk - South of Skyview Rd",64,96,,,160,3/11/2010 0:00
"Avenue H, 3900 blk - South of E. 40th St",201,168,,,369,3/22/2005 0:00
"Avenue H, 4000 blk - North of E. 40th St",217,246,,,463,3/22/2005 0:00
"Avenue H, 4300 blk - North of E. 43rd St",227,260,,,487,3/22/2005 0:00
"Avenue N, 2300 blk - West of Pansy Trl",,,624,498,1122,1/14/2008 0:00
"Avery Ranch Blvd, 11300 blk - East of US 183-A",,,4609,4113,8722,8/14/2007 0:00
"Avery Ranch Blvd, 12100 blk - West of Near About Rd",,,4452,3915,8367,7/31/2007 0:00
"Avery Ranch Blvd, 13600 blk - West of Staked Plains Dr",,,33,39,72,3/9/2005 0:00
"Avery Ranch Blvd, 13800 blk - West of Staked Plains Dr",,,4452,3915,8367,7/31/2007 0:00
"Avery Ranch Blvd, 13800 blk - West of Staked Plains Dr",,,68,34,102,3/9/2005 0:00
"Avery Ranch Blvd, 14000 blk - West of Staked Plains Dr",,,4369,3903,8272,7/31/2007 0:00
"Avery Ranch Blvd, 14000 blk - West of Staked Plains Dr",,,72,85,157,3/9/2005 0:00
"Avery Ranch Blvd, 14100 blk - East of Staked Plains Dr",,,4144,4768,8912,7/31/2007 0:00
"Avery Ranch Blvd, 14100 blk - East of Staked Plains Dr",,,1183,1201,2384,3/9/2005 0:00
"Avery Ranch Blvd, 14400 blk - West of Quarry  Oaks Trl",,,4146,4742,8888,7/31/2007 0:00
"Avery Ranch Blvd, 14400 blk - West of Quarry  Oaks Trl",,,1345,1348,2693,3/9/2005 0:00
"Avery Ranch Blvd, 14500 blk - East of Quarry Oaks Trl",,,4156,4770,8926,7/31/2007 0:00
"Avery Ranch Blvd, 14500 blk - East of Quarry Oaks Trl",,,1821,1868,3689,3/9/2005 0:00
"Avery Ranch Blvd, 14500 blk - East of Quarry Oaks Trl",,,684,736,1420,2/3/2003 0:00
"Avery Ranch Blvd, 14600 blk - West of Parmer Ln",,,5165,4475,9640,7/31/2007 0:00
"Avery Ranch Blvd, 14600 blk - West of Parmer Ln",,,2643,2619,5262,3/9/2005 0:00
"Avery Ranch Blvd, 14600 blk - West of Parmer Ln",,,1406,1414,2820,2/3/2003 0:00
"Avery Ranch Blvd, 15100 blk - East of Parmer Ln",,,8066,8083,16149,9/18/2008 0:00
"Avery Ranch Blvd, 15100 blk - East of Parmer Ln",,,3957,3731,7688,10/2/2003 0:00
"Avery Ranch Blvd, 15300 blk - East of Avery Club",,,7461,7418,14879,9/18/2008 0:00
"Avery Ranch Blvd, 15500 blk - East of Roy Butler Dr",,,3426,3077,6503,10/2/2003 0:00
"Avery Ranch Blvd, 15700 blk - East of Whitney Bay Dr",,,5621,5465,11086,9/18/2008 0:00
"Avery Ranch Blvd, 15700 blk - East of Whitney Bay Dr",,,2489,2633,5122,10/2/2003 0:00
"Avery Ranch Blvd, 16400 blk - East of Meyrick Park Trail",,,4483,4338,8821,9/18/2008 0:00
"Avery Ranch Blvd, 16400 blk - East of Meyrick Park Trail",,,2875,2378,5253,10/2/2003 0:00
"Aylesbury Ln, 2600 blk - West of Seminary Ridge Dr",,,25,260,285,2/28/2013 0:00
"Azalea Blossom, 3300 blk - East of Brodie Springs Trl",,,108,105,213,9/16/2013 0:00
"Azalea Blossom, 3300 blk - East of Brodie Springs Trl",,,108,105,213,9/16/2013 0:00
"Backtrail Dr, 4900 blk - East of Cedro Trail",,,1367,1366,2733,4/19/2005 0:00
"Backtrail Dr, 5200 blk - South of Lemonwood Dr",690,651,,,1341,10/29/2008 0:00
"Backtrail Dr, 5300 blk - North of Lemonwood Dr",250,305,,,555,10/29/2008 0:00
"Balcones Club Dr, 8500 blk - North of Four Iron Dr",2766,1365,,,4131,6/18/2003 0:00
"Balcones Club Dr, 8600 blk - West of Four Iron Dr",,,1989,3667,5656,6/18/2003 0:00
"Balcones Club Dr, 8700 blk - East of Crest Ridge Circle",,,999,1621,2620,6/10/2008 0:00
"Balcones Club Dr, 8800 blk - East of Crest Ridge Circle",,,1050,1960,3010,4/4/2006 0:00
"Balcones Club Dr, 8900 blk - South of Brookwood Dr",1874,1028,,,2902,4/4/2006 0:00
"Balcones Club Dr, 9000 blk - South of Cedar Crest Dr",2550,1504,,,4054,11/24/2003 0:00
"Balcones Club Dr, 9100 blk - North of Cedar Crest Dr",749,804,,,1553,6/10/2008 0:00
"Balcones Club Dr, 9100 blk - North of Cedar Crest Dr",701,698,,,1399,4/4/2006 0:00
"Balcones Club Dr, 9100 blk - North of Cedar Crest Dr",779,576,,,1355,11/24/2003 0:00
"Balcones Dr, 3700 blk - North of W. 35th St",2557,2434,,,4991,3/30/2005 0:00
"Balcones Dr, 4300 blk - South of Shinoak Dr",2336,2333,,,4669,4/15/2014 0:00
"Balcones Dr, 4800 blk - North of Perry Ln",2557,2424,,,4981,3/30/2005 0:00
"Balcones Dr, 5200 blk - North of Hancock Dr",6281,5768,,,12049,4/4/2005 0:00
"Balcones Dr, 5700 blk, North of RM 2222",5817,5043,,,10860,5/5/2011 0:00
"Banister Ln, 1000 blk - at the Railroad Tracks",,,2132,2686,4818,11/2/2009 0:00
"Banister Ln, 4400 blk - South of Casey St",929,988,,,1917,10/2/2007 0:00
"Banister Ln, 4600 blk - North of Arden Dr",112,124,,,236,2/12/2008 0:00
"Bannockburn Dr, 3700 blk - East of Raeburn St",,,339,698,1037,2/27/2014 0:00
"Banton Rd, 3400 blk - North of Manor Rd",177,145,,,322,3/29/2004 0:00
"Barbara Jordan, (East of IH 35 East Service Road) ",,,7304,2340,9644,2/22/2010 0:00
"Barbara St, 1900 blk - East of Hardy Dr",,,94,96,190,7/21/2010 0:00
"Barbara St, 2000 blk - West of Hardy Dr",,,112,177,289,7/21/2010 0:00
"Barge St, 1900 blk - East of Manchaca Rd",,,147,170,317,2/19/2013 0:00
"Barge St, 1900 blk - East of Manchaca Rd",,,147,170,317,2/19/2013 0:00
"Barrington Way, 11700 blk - East of Danwood Dr",,,2926,2896,5822,11/24/2003 0:00
"Barrington Way, 11800 blk - East of Parliament Place",,,2498,4238,6736,7/26/2004 0:00
"Barrington Way, 11800 blk - West of Parliament Place",,,2676,2421,5097,7/26/2004 0:00
"Barton Blvd, 600 blk - North of Linscomb Ave                    1-way SB",n/a,196,,,196,4/8/2002 0:00
"Barton Hills Dr, 1100 blk - East of Hollow Creek Dr",,,2453,2287,4740,10/7/2002 0:00
"Barton Hills Dr, 1700 blk - North of Ridgeview Dr",1952,1843,,,3795,10/7/2002 0:00
"Barton Hills Dr, 2100 blk - East of Barton Skyway",,,1037,998,2035,1/27/2003 0:00
"Barton Hills Dr, 2100 blk - East of Barton Skyway",,,1653,1660,3313,10/8/2002 0:00
"Barton Skyway, 2300 blk - South of Westhill",3018,3042,,,6060,10/7/2002 0:00
"Barton Skyway, 2500 blk - North of Oakhaven Dr",2233,2219,,,4452,10/7/2002 0:00
"Barton Skyway, 2700 blk - North of Rock Terrace",1773,1773,,,3546,10/7/2002 0:00
"Barton Springs Rd, 1100 blk - East of Lee Barton Dr",,,10973,14512,25485,10/19/2007 0:00
"Barton Springs Rd, 1100 blk - East of Lee Barton Dr",,,14177,14627,28804,6/5/2007 0:00
"Barton Springs Rd, 1400 blk - West of S. Lamar Blvd",during rd. construction,,11272,11218,22490,10/2/2002 0:00
"Barton Springs Rd, 1600 blk - West of Kinney Ave",,,13770,14603,28373,6/23/2005 0:00
"Barton Springs Rd, 2000 blk - West of Robert E Lee Rd",,,10956,11303,22259,1/31/2011 0:00
"Barton Springs Rd, 2000 blk - West of Robert E Lee Rd",,,10899,11107,22006,3/2/2009 0:00
"Barton Springs Rd, 2000 blk - West of Robert E Lee Rd",during rd. construction,,10791,11515,22306,10/2/2002 0:00
"Barton Springs Rd, 800 blk - East of Bouldin Ave",,,12772,11790,24562,6/27/2005 0:00
"Barton Springs Rd, 900 blk - West of Bouldin Ave",,,12439,11380,23819,10/6/2011 0:00
"Battle Bend Blvd, 400 blk - East of Chihuahua (East)",,,670,314,984,10/29/2014 0:00
"Battle Bend Blvd, 500 blk - East of Chihuahua",,,663,648,1311,10/4/2012 0:00
"Battle Bridge Rd, 12000 blk - East of Buckingham Gate Rd",,,117,109,226,4/5/2005 0:00
"Battle Bridge Rd, 12100 blk - West of Buckingham Gate Rd",,,51,72,123,4/5/2005 0:00
"BaxterDr, 2600 blk - West of Berkett Dr",,,97,164,261,9/17/2007 0:00
"Baylor St, 600 blk - North of W. 6th St",305,525,,,830,1/24/2001 0:00
Beauford Dr 7000 blk- West of Quill Leaf Cv,,,1512,1260,2772,2/1/2012 0:00
"Beaver Creek Dr, 4700 blk - Wast of Blackhawk Dr",,,72,80,152,10/7/2013 0:00
"Beaver Creek Dr, 4700 blk - West of Blackhawk Dr",,,72,80,152,10/7/2013 0:00
"Beaver St, 200 blk - East of Guadalupe St",,,764,577,1341,10/7/2013 0:00
"Beaver St, 200 blk - East of Guadalupe St",,,764,577,1341,10/7/2013 0:00
"Beckett Rd, 7900 blk - North of Park Entrance",1749,1844,,,3593,6/6/2002 0:00
"Beckett Rd, 8200 blk - North of New Horizon",1225,1334,,,2559,6/6/2002 0:00
"Beckett Rd, 8400 blk - South of New Horizon",885,1015,,,1900,6/6/2002 0:00
"Beckett Rd, 8700 blk - North of Davis Ln",1476,1366,,,2842,9/21/2004 0:00
"Beckett Rd, 8700 blk - North of Davis Ln",889,901,,,1790,9/2/2003 0:00
"Beckett Rd, 8800 blk - South of Davis Ln",1652,1551,,,3203,9/21/2004 0:00
"Beckett Rd, 9100 blk - North of W. Slaughter Ln.",1450,1315,,,2765,1/30/2006 0:00
"Beckett Rd, 9100 blk - South of Taylor Crest Dr",687,713,,,1400,2/25/2004 0:00
"Beckett Rd, 9200 blk - South of Sunny Vista Dr",706,747,,,1453,2/25/2004 0:00
"Beech Dr, 8400 blk - North of Brookfield Dr",335,383,,,718,5/18/2010 0:00
"Beech Dr, 8400 blk - North of Brookfield Dr",325,395,,,720,10/10/2013 0:00
"Beech Dr, 8400 blk - North of Brookfield Dr",325,395,,,720,10/10/2013 0:00
"Beech Dr, 8400 blk - South of Brookfield Dr",366,466,,,832,8/20/2008 0:00
"Belfast Dr, 5500 blk - North of Corona Dr",101,94,,,195,4/8/2003 0:00
"Belfast Dr, 5600 blk - North of Larkwood Dr",80,93,,,173,4/8/2003 0:00
"Belfast Dr, 5700 blk - North of Ridgehaven Dr",61,97,,,158,1/13/2009 0:00
"Belfast Dr, 5800 blk - North of Northridge Dr",127,150,,,277,1/13/2009 0:00
"Bellows Falls Ave, 11300 blk - South of Balfour Falls Ln",803,751,,,1554,11/18/2010 0:00
"Bellvue Ave, 4200 blk - South of West 43rd St",113,128,,,241,10/16/2007 0:00
"Bellvue Ave, 4300 blk - North of West 43rd St",129,137,,,266,10/16/2007 0:00
"Bellvue Ave, 4400 blk - North of West 44th St",162,165,,,327,10/16/2007 0:00
"Benbrook Dr, 2800 blk - East of Melshire Dr",,,193,146,339,6/30/2010 0:00
"Bennett Ave, 1000 blk - North of East 43rd St",400,273,,,673,1/14/2013 0:00
"Bennett Ave, 1000 blk - North of East 43rd St",400,273,,,673,1/14/2013 0:00
"Bennett Ave, 5200 blk - North of East 52nd St",301,361,,,662,2/5/2004 0:00
"Bentwood Rd, 1100 blk - East of IH 35 ESR",,,213,127,340,2/18/2010 0:00
"Bentwood Rd, 1200 blk - East of Elwood Rd",,,102,59,161,10/2/2008 0:00
"Berkeley Ave, 1800 blk - East of Cannon League Dr",,,69,58,127,10/14/2010 0:00
"Berkeley Ave, 1900 blk - East of Manchaca Rd",,,149,220,369,10/14/2010 0:00
"Berkeley Ave, 1900 blk - East of Manchaca Rd",,,308,215,523,9/6/2001 0:00
"Berkeley Ave, 2400 blk - West of Buffalo Pass",,,1429,1541,2970,9/17/2007 0:00
"Berkett Dr, 2300 blk - East of Buffalo Pass",765,690,,,1455,12/7/2004 0:00
"Berkett Dr, 2600 blk - West of Baxter Dr",,,333,370,703,9/17/2007 0:00
"Berkman Dr, 4100 blk - East of Zachary Scott St",,,626,364,990,2/13/2012 0:00
"Berkman Dr, 4300 blk - North of Simmond Ave",295,299,,,594,3/20/2013 0:00
"Berkman Dr, 4300 blk - North of Simmond Ave",1221,1702,,,2923,7/24/2013 0:00
"Berkman Dr, 4300 blk - North of Simond Ave",295,299,,,594,3/20/2013 0:00
"Berkman Dr, 5100 blk - South of Greenbrook Pkwy",4291,4780,,,9071,3/3/2010 0:00
"Berkman Dr, 5100 blk - South of Greenbrook Pkwy",4828,5085,,,9913,3/20/2013 0:00
"Berkman Dr, 5100 blk - South of Greenbrook Pkwy",4828,5085,,,9913,3/20/2013 0:00
"Berkman Dr, 5100 blk - South of Greenbrook Pkwy",5293,5682,,,10975,7/24/2013 0:00
"Berkman Dr, 5100 blk - South of Greenbrook Pkwy",6785,5966,,,12751,10/24/2013 0:00
"Berkman Dr, 5500 blk - North of Corona Dr",5328,5370,,,10698,1/22/2014 0:00
"Berkman Dr, 5500 blk - South of Larkwood Dr",3658,3983,,,7641,3/4/2010 0:00
"Berkman Dr, 6300 blk - North of Glencrest Dr",5162,5944,,,11106,2/24/2010 0:00
"Berkman Dr, 6300 blk - North of Glencrest Dr",5720,6387,,,12107,2/18/2009 0:00
"Berkman Dr, 7200 blk - South of Coronado Hill Dr",3153,2097,,,5250,11/9/2004 0:00
"Berthound Dr, 10500 blk - South of Barnhill Dr",130,134,,,264,12/6/2007 0:00
Berwyn Ln 2300 blk - North of Brookhill Dr,256,237,,,493,3/5/2012 0:00
"Bierce St, 70 blk - North of River St",142,159,,,301,2/4/2010 0:00
"Bilbrook Pl, 10100 - North of Sweetwater River Dr",2379,2472,,,4851,8/21/2001 0:00
"Bilbrook Pl, 10300 blk - North of Isernia Dr",2235,2276,,,4511,8/21/2001 0:00
"Bilbrook Pl, 10400 blk - South of Silcantu Dr",2168,2189,,,4357,8/21/2001 0:00
"Bilbrook Pl, 9900 blk - North of St. Paul's Drwy",2672,2529,,,5201,2/12/2007 0:00
"Bill Hughes Rd, 7000 blk - South of Mulberry Dr",201,320,,,521,9/19/2007 0:00
"Billingham Trl, 9500 blk - South of Ennis Trl",400,438,,,838,7/7/2008 0:00
"Billingham Trl, 9500 blk - South of Ennis Trl",432,454,,,886,11/1/2005 0:00
"Bissell Ln, 1900 blk - West of Cannonleague Dr",,,213,120,333,9/6/2001 0:00
"Bitterccreek Dr, 1900 blk - West of Elm Creek Dr",,,388,827,1215,10/1/2012 0:00
"Bittern Hollow, 11300 blk - North of Braker Ln",982,1120,,,2102,3/17/2003 0:00
"Bittern Hollow, 11600 blk - North of Parkfield Dr",1130,884,,,2014,4/9/2003 0:00
"Bittern Hollow, 11800 blk - South of Gracy Farms Ln",850,1025,,,1875,3/18/2003 0:00
"Bittern Hollow, 12000 blk - East of Metric Blvd",,,1563,1395,2958,3/17/2003 0:00
"Black Angus Dr, 12100 blk - South of Sage Hen Dr",281,341,,,622,10/7/2013 0:00
"Black Angus Dr, 12100 blk - South of Sage Hen Dr",281,341,,,622,10/7/2013 0:00
"Black Angus Rd, 12100 blk - South of Pony Chase",246,322,,,568,10/23/2002 0:00
"Blanco St, 1000 blk, North of West 10th St",1229,1215,,,2444,5/4/2011 0:00
